;meta[language=es]
; id      |key(hex)|key(str)| text
    320960|00000000||No voy a permitir que te lleven.
    320972|00000000||No voy a permitir que te lleven, ¿vale?
    320974|00000000||Lo sé.
    561082|00000000||Tienes que mantenerte a salvo, sin meterte en líos.
    320982|00000000||No me trates como a una niña.
    320984|00000000||No lo hacía ni cuando eras una niña.
    320986|00000000||Me gusta verte sonreír.
    320988|00000000||Ven aquí.
    320990|00000000||Todo va a salir bien.
    320964|00000000||Van a por ti. Pase lo que pase, debes evitar ponerte en peligro.
    320966|00000000||¿Y quedarme sentada mientras los demás arriesgan sus vidas por mí?
    320968|00000000||Hazme caso: mantente al margen por esta vez.
    320958|00000000||Recuerda que debes evitar meterte en problemas.
    311661|00000000||¿Tienes un momento?
    320956|00000000||Vaya. Parece que toca charlita.
    520472|00000000||Falta muy poco.
    548190|00000000||¡Ja, ja, ja!
    586567|00000000||Tenías razón. Funciona.
    586570|00000000||Gracias.
    586572|00000000||Me alegro de poder ayudar.
    586574|00000000||¿Y ahora qué?
    586576|00000000||Iré a ver dónde está nuestro queridísimo sabio...
    548186|00000000||¡Ja, ja! ¡Geralt de Rivia, derrotado! Tienes que aprender a esquivar mejor.
    549111|00000000||¿Seguro que no te he dejado ganar?
    549151|00000000||¿No estarás resentido por perder frente a una auténtica maestra?
    547898|07606bf7||Tesorero
   1076927|00000000||Enfrentarse a la cacería salvaje... Es un poco más fuerte que una guerra de guerrillas.
    546798|00000000||Me las arreglaré. No te preocupes.
   1076925|00000000||Ves... No te enfades.
    572659|00000000||No ha sido buena idea traer aquí al asesino de reyes.
    301032|5a979acb||Guerrero de la cacería salvaje
    307008|103d66e3||Liebre
    550116|00000000||Me da igual.
    550129|00000000||A decir verdad, ni lo sé ni me importa.
    550131|00000000||Después del entrenamiento con Avallac'h, cabalgaremos hasta Novigrado. ¿Recuerdas?
    550133|00000000||Cambio de planes. Imlerith estará en el aquelarre. Lo atraparemos allí.
    550139|00000000||¿Qué opina Avallac'h?
    550147|00000000||¿Por qué me da que Avallac'h no está de acuerdo con esto?
    550154|00000000||¿Acaso está aquí? Le dejé una carta, nos reuniremos en Novigrado.
    554385|00000000||¿Cómo te has enterado del aquelarre?
    554387|00000000||¿Cómo te has enterado de todo eso? Imlerith, el aquelarre...
    554388|00000000||Avallac'h. Me habló de nuestros perseguidores. Afirma que el conocimiento en sí mismo puede inclinar la balanza.
    550164|00000000||De acuerdo, vamos a Velen.
    550352|00000000||Tú primero.
    550212|00000000||Yo no iría si fuera tú.
    550258|00000000||*Suspira* El negro no te sienta bien.
    550260|00000000||¿A qué te refieres?
    550262|00000000||¿Crees que quiere verte porque te echaba de menos? En mi opinión, tiene planes para ti.
    550263|00000000||Uf. Era previsible...
    550354|00000000||Geralt, estoy harta. No dejaré que otros decidan por mí a mis espaldas. Vayamos a Velen.
    550235|00000000||Probablemente solo quiera hablar.
    550237|00000000||¿Cómo puedes estar seguro? ¿Y si quiere algo más?
    550239|00000000||Me prometió que no te obligaría a hacer nada.
    550246|00000000||Entonces debería ir.
    550247|00000000||Es tu padre...
    550252|00000000||Wyzima cae de camino. Supongo que podemos hacer una visita.
    550211|00000000||Sí, eso creo.
    550218|00000000||Debes tomar tu propia decisión.
    550220|00000000||Debes decidirlo tú sola.
    550222|00000000||Pero quiero saber tu opinión: ¿debo o no debo ir?
    550177|00000000||Espera... Debo decirte algo antes de que nos vayamos.
    550179|00000000||¿Sabías que el Emperador te estaba buscando?
    550181|00000000||Yennefer mencionó algo.
    550183|00000000||Quería que lo visitaras.
    550185|00000000||¿Por qué me lo cuentas ahora?
    550194|00000000||Porque esta podría ser tu última oportunidad de ver a tu... padre.
    550197|00000000||¿Crees que debería ir?
    550163|00000000||Primero debo visitar al emperador.
    550162|00000000||Vamos, hablaremos por el camino.
    550135|00000000||Ciri... ¿Seguro que sabes lo que estás haciendo?
    550137|00000000||Sí. Y tengo que hacerlo.
    550138|00000000||¿Sabes lo que haces?
    550141|00000000||¿De dónde has sacado esa idea? ¿Qué mosca te ha picado?
    550143|00000000||Debo vengar a Vesemir.
    550145|00000000||El aquelarre es la oportunidad perfecta. Imlerith estará borracho, con sus seguidores y absorto en el jolgorio. No se lo esperará.
    550123|00000000||No lo sé, ilústrame.
    550125|00000000||Imlerith.
    550127|00000000||No tendremos una oportunidad igual para atraparlo.
    550115|00000000||¿Quién?
    549156|00000000||¡Geralt! ¡Geeeraaalt!
    549157|00000000||¡Despierta!
    549160|00000000||¿Qu... qué? ¿Qué ocurre?
    549162|00000000||En pie, tenemos que irnos. He ensillado los caballos.
    549197|00000000||Ciri... Está amaneciendo. ¿Adónde quieres ir?
    547528|00000000||A Velen. A la Montaña Calva. Faltan pocos días para el aquelarre de las brujas.
    550114|00000000||¿Y a que no adivinas quién es el invitado de honor?
    529751|00000000||¡Ciri! ¡Vuelve al interior!
    529752|00000000||¡No!
    531828|00000000||¡Geralt ha hecho la señal!
    531830|00000000||¡Todo listo!
    543483|00000000||¡Elli Abadabra Sani!
    543485|00000000||Tetrah... Tetragh... ¡Tetraglarie!
    543480|00000000||¡La he visto! ¡Cúbreme!
    548151|00000000||¡Oh, ahora te vas a enterar!
    548152|00000000||¡Te haces viejo y estás perdiendo puntería!
   1064962|00000000||¡Ja, ja, ja! ¡Te voy a dar una paliza!
    548150|00000000||¡Eh, eso es trampa!
    565655|00000000||Somos muy pocos.
    565707|00000000||Somos muy pocos. Sí, hemos conseguido repeler el ataque de la cacería, pero eso ha sido un milagro. No tendremos tanta suerte la próxima vez.
    565709|00000000||Disculpa, Geralt... pero eso es lo que dice un hombre que, obviamente, todavía no ha superado una pérdida trágica.
    565711|00000000||Bebe hasta olvidar, duerme, haz lo que sea necesario... Pero vuelve a ser tú mismo y razona las cosas.
    565713|00000000||Eso haré, Zoltan.
    565656|00000000||Por desgracia, no es tan sencillo. No tenemos forma de encontrarlos y ellos nos encuentran con suma facilidad. Nos pueden coger desprevenidos cuando quieran.
    565654|00000000||No es tan sencillo.
    465924|00000000||¿Vienes a ver qué tal me encuentro? No estoy mal, gracias.
    524918|00000000||Eso está bien.
    524919|00000000||Arg, chico, qué mal lo de Vesemir. Sé que estabais muy unidos.
    524920|00000000||Gracias. Lo estábamos.
    524925|00000000||Escucha, no quiero meter mi barba donde pueda provocar urticaria, así que no me malinterpretes. Quiero ayudar, decidas lo que decidas. Pero yo opino que debemos contraatacar.
    524926|00000000||Debemos encontrar a la cacería, a Eredin, y darles con la misma fuerza que un toro a una vaquilla.
    572961|00000000||Mierda, se le echará de menos.
    466174|00000000||¡Venid aquí!
    466172|00000000||¡Vamos!
    466170|00000000||¡Mantened la posición!
    319846|00000000||Lo mantendré vigilado.
    310326|00000000||Mantendré vigilado a Letho.
    319901|00000000||Y yo me portaré bien, lo prometo.
    319903|00000000||Si vigilas a este asesino, no prestarás atención al enemigo. ¿Por qué es tan importante el asesino de reyes?
    319905|00000000||Eredin es un rey, ¿no?
    559318|00000000||Que os den. A ambos.
    319848|00000000||Yo estoy al mando.
    319959|00000000||Yo estoy al mando y yo tomo las decisiones. Ambos sabéis que en una guerra no hay tiempo para discutir.
    319961|00000000||¿Sabes qué, Geralt? En mi vida he hecho muchas cosas de las que me arrepiento, pero siempre he respetado a aquellos a los que servía. Siempre he confiado en ellos.
    319963|00000000||Aquí, en Kaer Morhen, será la primera vez que no lo haga.
   1062868|00000000||Nos quedaremos a ayudar. Pero alguien debe vigilarlo.
    319887|00000000||Debo salvar a Ciri, cueste lo que cueste. Y Letho ya se ha enfrentado a la cacería antes.
    319889|00000000||No cuestiono sus habilidades. Simplemente, no me fío de él.
    319891|00000000||Letho no nos va a traicionar.
    319893|00000000||Eres un ingenuo. Siempre lo has sido. Por lo general me da igual, pero esta vez podríamos morir tanto Ves como yo.
    559312|00000000||Piénsatelo bien antes de que sea demasiado tarde.
    319844|00000000||Tenéis que entenderme.
    535946|00000000||Vaya, viejos amigos.
    536191|00000000||¿Qué hace aquí ese hijo de puta?
    536194|00000000||Lo necesitamos.
    559315|00000000||Puede que tú hayas olvidado lo que hizo. Yo no.
    535941|00000000||Me alegro de verte.
    535942|00000000||Je. Partí solo, pero Ves me siguió. Insistió en venir.
    536186|00000000||Debería darte una paliza por no pedirme ayuda. Pero ya me desahogué con Roche durante el viaje.
   1061994|00000000||Me alegro de veros de nuevo.
   1061992|00000000||Cielos, me alegro de volver a veros.
   1123852|00000000||No... Vámonos. Nos están esperando.
   1123849|00000000||No, vámonos.
   1123855|00000000||Si no te importa...
   1123858|00000000||Parece que se lo ha tomado bastante bien.
   1123860|00000000||O quiere que pensemos eso.
   1123863|00000000||Hace mucho que no vengo por aquí, ¿y tú?
   1123865|00000000||Demasiado. ¿Cómo está la habitación de invitados? ¿Ha cambiado algo?
   1123867|00000000||Mmm. La cama, uhm, se rompió.
   1123869|00000000||No hay problema. Dormiremos en el suelo. Extendemos unas pieles y...
   1123872|00000000||Ejem.
   1123874|00000000||Creo que tenemos que irnos.
   1123850|00000000||Solo si no te importa.
   1123843|00000000||¿Os dejo un momento a solas?
   1123846|00000000||Lo siento, no era nuestra intención...
   1123848|00000000||Lo sé. Es una pregunta sencilla. ¿Os dejo un momento a solas?
    462992|00000000||Me alegro de verte, Triss.
    522511|00000000||Agradéceselo a Yennefer. Fue ella quien me invitó.
    549984|00000000||Ya tendremos tiempo para hablar. Ahora hay que deliberar.
   1123878|00000000||Esto... Será mejor que os deje un momento a solas.
   1123880|00000000||Triss, por favor...
   1123882|00000000||No, no. Os habréis echado mucho de menos. No pasa nada si tardamos un minuto más.
   1123889|00000000||Vale. Un minuto y nos vamos, ¿de acuerdo?
   1123892|00000000||Umm. Esto es un poco incómodo...
   1123894|00000000||Cuarenta y cinco segundos.
   1123896|00000000||¿Eh?
   1123898|00000000||Nos quedan cuarenta y cinco segundos. Bueno, ahora treinta. Y luego a echar el guante a la cacería salvaje. Así que, te lo ruego, aprovecha bien esos segundos.
   1123901|00000000||Yen, te adoro.
   1123903|00000000||Umm. No te voy dar puntos por tu creatividad. Pero por tu sinceridad...
   1123906|00000000||Es hora de irse.
   1123884|00000000||Vale. Un minuto y nos vamos.
   1123883|00000000||No. Será mejor que nos vayamos ya.
   1123886|00000000||No, debemos ponernos en marcha. Nos están esperando.
    522544|00000000||No nos quedemos aquí fuera.
    520117|00000000||Eso. Vamos adentro a deliberar.
   1061996|00000000||Tenemos poco tiempo. La cacería se acerca.
   1061993|00000000||La cacería se acerca.
    462983|00000000||No hay por qué hacerlo aquí fuera. Entrad.
    462858|00000000||Ha venido todo el mundo al que has pedido ayuda. Avallac'h está en la torre. Todavía está muy mal.
    522469|00000000||Tranquilo, chico. Venga, no pasa nada.
    522472|00000000||¿Pero qué...?
    522475|00000000||Bienvenida de nuevo, pequeña...
    522478|00000000||¡Ciri!
    522481|00000000||Vaya, estás preciosa.
    522484|00000000||En marcha. Es hora de saludar a los demás.
    522486|00000000||No habéis cambiado nada. Ninguno. Estáis todos como os recordaba.
    522488|00000000||¿Qué?
    549628|00000000||Hermanita.
    522515|00000000||Ha refrescado un poco. Vamos. Debemos iniciar el consejo.
   1061976|00000000||Yen, conoces a la cacería salvaje mejor que nadie. Cuéntanos qué tipo de magia utiliza...
   1061978|00000000||Sus navegadores abren portales, fisuras que podemos contrarrestar con dimerita o magia.
   1061980|00000000||También invocan la escarcha que llena los vacíos por los que viajan.
   1062794|00000000||No somos suficientes. Esta va a ser una lucha difícil.
    466075|00000000||¡Vienen más! ¡Cuidado!
    466077|00000000||¡Mierda!
    466073|00000000||¡Joder, son demasiados!
    572909|00000000||¡Prepárate! ¡Pronto llegará otra oleada!
    572908|00000000||Preocúpate por seguir con vida.
    572917|00000000||¡Cerrad esa condenada puerta!
    572918|00000000||¡Mierda, la puerta! ¡Cerrad la puerta!
   1074923|00000000||¡Un destacamento grande llega desde el bosque!
    577451|00000000||Debemos cerrar la puerta antes de que entren.
   1074921|00000000||¡Atención! ¡Cubríos mutuamente! ¡Han encontrado una forma de entrar!
    532804|00000000||¡Aislad el patio! ¡Cerrad las puertas!
    532922|00000000||¡Lambert, nada de heroicidades!
    532923|00000000||¡Geralt, ve a por Lambert, vamos!
    532951|00000000||¡Debemos retirarnos! ¡Yennefer está al límite de sus fuerzas!
    532933|00000000||¡Lo han matado! ¡Serán cabrones!
    562205|00000000||¡Han matado a Lambert!
    532946|00000000||¡Lambert, no! ¡Quédate con nosotros!
   1074915|00000000||¿Qué tal os fue en el bosque?
   1074919|00000000||Sellamos dos portales y después nos encontramos con un teniente de la cacería.
   1076913|00000000||¿Listo para la batalla?
    465103|00000000||Estoy listo desde que nací.
   1076911|00000000||En cuanto empiece... Nada de hacerse el héroe, ¿vale?
    465101|00000000||Entiendo. No son apariciones del montón.
   1062948|00000000||Maldito montón de chatarra. Tiene los años de Vesemir.
    542145|00000000||¿Cómo te va con eso?
   1076915|00000000||¿Algún avance?
   1062950|00000000||No puedo hacer que este trasto lance un virote. Antes consigo que me nombren jerarca de Novigrado.
    321078|00000000||¡Joder! ¡Llegas justo a tiempo!
    321080|00000000||Vuelve a tu posición.
    533060|00000000||¡Atrás! ¡Por la puerta, regresemos al patio!
    533061|00000000||¡Comprobad el camino hacia el patio principal!
    565503|00000000||Buen viaje.
    565515|00000000||Que os vaya bien.
    565517|00000000||Y de nuevo, gracias por todo.
    565505|00000000||¿Os vais juntos?
    565507|00000000||Tengo una idea, pero necesito a un brujo para hacerla realidad. Lambert ha aceptado ayudarme.
    565509|00000000||Mmm. Buena suerte. Y de nuevo, gracias.
    565511|00000000||Ahora estamos en paz.
    565502|00000000||¿Os vais juntos?
    565523|00000000||Me alegra haber podido ayudar, pero me iré en cuanto Lambert se encuentre mejor.
    558916|00000000||Gracias por todo lo que has hecho por Ciri y por mí.
    558917|00000000||¿Puedo hablar con franqueza? Si llego a saber lo que iba a pasar, ni me habría acercado a Kaer Morhen.
    572963|00000000||Mi más sentido pésame, Geralt.
    572964|00000000||No tengo ganas de hablar.
    566035|00000000||No sé quién habrá reparado estos muros, pero ha hecho una chapuza.
   1062930|00000000||¿Para qué soltar el gas?
   1062932|00000000||¿Para qué sirve el gas?
   1062934|00000000||Es muy inflamable. Pretendo hacerlo estallar e incinerar así a unos cuantos jinetes de la cacería.
   1062936|00000000||¿No se resentirán los muros?
   1062938|00000000||Los muros de la fortaleza ya se caen a pedazos. Más daño no se les puede hacer.
    319685|00000000||No somos albañiles.
    319687|00000000||Una pena. No podremos impedir que la cacería entre en la fortaleza.
    319689|00000000||No pasa nada. Tampoco es que seamos unos expertos en asedios.
    319691|00000000||Nos enfrentaremos a ellos en el patio.
    566036|00000000||No es precisamente nuestra especialidad.
    566037|00000000||Deberíamos arreglar esos agujeros.
    566055|00000000||Tal vez podamos arreglar esos agujeros.
    566057|00000000||Tenemos los materiales.
    566059|00000000||Si quieres, puedo ayudar.
    566061|00000000||¿Y Lambert?
    566063|00000000||Bueno, ya sé cómo se le da la albañilería...
   1062927|00000000||Nunca pensé que el gas apestara así. Tenemos que avisar a los demás para que nadie pase por aquí con una llama sin cubrir.
   1062929|00000000||¿Y ahora qué?
    465239|00000000||Me apetece un trago.
    551709|00000000||Y a mí. Ya buscaremos algo después del consejo.
    541760|00000000||Je, je, je. Menudo equipo has reunido.
   1062924|00000000||¡Anair, anadar, vallanda!
   1062914|00000000||Espero de verdad que este gas funcione.
   1062916|00000000||Lo hará. Debemos prenderlo en el momento oportuno.
   1062918|00000000||Y ese agujero... ¿no se puede tapar?
   1062920|00000000||Ya nos preocuparemos del agujero cuando acabe todo esto. Y ahora, aparta, maese brujo.
    550680|00000000||No estoy seguro de que Ciri acepte eso.
    550695|00000000||Ciri aún no ha aceptado eso.
    550750|00000000||¿De veras?
    550816|00000000||¿De veras?
    550818|00000000||¿Conoces a alguien que no quiera ser emperador de Nilfgaard?
    550784|00000000||¿Te lo imaginas? Pensaba que solo las mentes corroídas por el vino de los bardos y poetas podían gestar semejantes historias.
    552371|00000000||La hija pródiga del soberano más poderoso de la historia del continente regresa en vísperas de su triunfo final para recibir su herencia.
    550815|00000000||Los simplones adoran ese tipo de historias, al igual que las princesas, siempre hermosas y delicadas, que son sus...
    550776|00000000||En efecto.
    550749|00000000||Por supuesto que no.
    550747|00000000||Sí, por supuesto. Es muy diplomática, no celebrará una oferta que aún no ha recibido, pero tampoco podrá rechazarla.
    550681|00000000||Por supuesto.
    550694|00000000||Siguiendo con el tema, ¿cómo es nuestra futura gobernante? Debo admitir que tengo curiosidad por saber cómo reaccionará cuando sepa que el trono es suyo. Me aventuro a decir que estará encantada...
    550752|00000000||Nunca se sabe...
    550664|00000000||Sí, parece claro que eso es lo que ocurrirá.
    547869|00000000||¡Lobo Blanco! ¡Me alegro de verte!
    550649|00000000||Saludos, general.
    550644|00000000||Confío en que no tuvieras problemas para cruzar el Pontar.
    547871|00000000||No.
    550652|00000000||Imagino que lo cruzaste por el vado cercano a Ban Gleán.
    550657|00000000||Tienes suerte de no haber pasado por Rinde. Sigue siendo una región peligrosa. Radovid quiere abrir una brecha en el frente del oeste.
    550662|00000000||Pero no lo conseguirá. No antes de que la princesa se convierta en emperatriz y pongamos orden en la zona.
    524739|00000000||¡Ladd nahw!
    524776|00000000||¡Ni'l ceim siaar!
    524777|00000000||¡Trooid'i!
    524775|00000000||¡Hoinne heets!
    524355|00000000||Es mejor no retrasarlo más... La guerra contra los oscuros no espera a nadie.
    524360|00000000||Siempre podrás contar conmigo. Lo sabes, ¿verdad?
    524362|00000000||Lo sé. Gracias.
    565580|00000000||Adiós.
    566135|00000000||Hasta pronto, Hjalmar.
    524358|00000000||El deber me llama.
    524369|00000000||Pero escucha, Geralt: un rey te considera su amigo. Muy pocos pueden decir eso.
    524471|00000000||Si tú, o Ciri, o Ciri y tú... necesitáis ayuda alguna vez, las puertas de Kaer Trolde estarán abiertas.
    565588|00000000||Gracias. Lo tendré en cuenta.
    565582|00000000||¿Ya vuelves a Skellige?
    565579|00000000||¿Vuelves ya a Skellige?
    321589|00000000||Aquí estás.
    321591|00000000||Es una verdadera lástima lo de Vesemir. Lo siento.
    321593|00000000||Gracias por tu ayuda.
    524342|00000000||Tenía una deuda que pagar.
    572962|00000000||Ah, el valor del hombre...
    564544|00000000||Lo tendré presente.
    564546|00000000||Gracias. Siempre lo recordaré.
    564548|00000000||Debo echar otro vistazo a los heridos, pero tendré que irme pronto. Os dejaré unas medicinas.
    564550|00000000||Que te vaya bien, Armiño.
    564552|00000000||Hasta la próxima.
    564554|00000000||No sé muy bien qué hacer ahora.
    564556|00000000||Cuando tu mente tenga dudas, déjate llevar por tus instintos.
    564558|00000000||Si te llevan por el mal camino y acabas hundido en el barro, estarás en paz contigo mismo. Eso es lo más importante.
    564560|00000000||Es un buen consejo.
    564562|00000000||¡Bah! ¡Pues claro! Por algo soy un hierofante, ¿no?
    564564|00000000||Pronto tendré que irme a casa. Cuídate, y cuida también de Ciri.
    564566|00000000||Una vez más, gracias por todo.
    564543|00000000||No sé qué hacer ahora.
    321491|00000000||Gracias.
    321493|00000000||Por favor. También era mi pupila. Los viejos deben ayudar siempre a los jóvenes.
    321495|00000000||Sabes que esto no pone fin a tu lucha, ¿verdad?
    321497|00000000||Lo sé.
    321501|00000000||Sea lo que sea lo que vayas a hacer ahora, recuerda que habrá almas dispuestas a ayudar en Skellige: Crach, sus hijos, yo...
    572957|00000000||Me arrepiento de no haberlo conocido mejor.
    542689|00000000||Tiene mala pinta.
    564393|00000000||¿Cómo puedo agradecéroslo?
    564399|00000000||Habéis arriesgado vuestras vidas por mí. ¿Cómo puedo compensarlo?
    564401|00000000||Ya se nos ocurrirá algo, ¿a que sí?
    564403|00000000||Sin duda.
    564404|00000000||¿Qué vais a hacer?
    564405|00000000||Nos vamos a Novigrado, a combatir en la próxima batalla.
    564406|00000000||Si nos echas de menos, búscanos en el campamento.
    564395|00000000||Gracias por venir. Gracias por arriesgar vuestras vidas por mí.
    564397|00000000||Cuida a esa chica. No permitas que le hagan daño.
    564392|00000000||Gracias por vuestra ayuda.
   1071971|00000000||¿Y bien? Dime.
    321386|00000000||Ya puedo decir que lo he visto todo.
    321388|00000000||Todavía no me creo todo lo que ha pasado.
    572958|00000000||Qué mierda.
    572959|00000000||Uf.
   1076904|00000000||Prepárate, Folan. La cacería salvaje está cerca.
    520063|00000000||¿Las apariciones de Mörhogg? Hjalmar y yo hemos acabado con cosas peores que esa.
    520062|00000000||Así que ya viene el Ragh nar Roog.
    548042|00000000||¡Geralt! ¡Nos vamos!
    548044|00000000||Ha sido un placer veros, mi señora.
    548052|00000000||Igualmente.
